S2wvYiCxpdU	33072041	33108709	33269351	33269351	33342869	33421222	33486794	33618766	33618766	33685342	33739140	33820346	33948372	33948372	34012300	34136062	34136062	34281299
lyfISRoBPZQ	7174792819	7176702758	7180310127	7180310127	7181497848	7183562156	7185795026	7190180126	7192252450	7192252450	7194042419	7195609004	7199412374	7199412374	7201640529	7206173600	7206173600	7209467314
EN3Xm1w-oGg	29702314	29868061	30112867	30112867	30470912	30685913	30824742	31041322	31041322	31107467	31177753	31514123	31704299	31704299	31774925	31893616	31893616	32299298
C910ulZVXjY	546047258	546523453	547848338	547848338	548438486	549205288	550763094	551359839	551923074	551923074	552378713	552783885	553461163	553461163	553787568	554646174	554646174	555500124
bGMlQRpzeLo	541383644	550578132	572205118	572205118	582459848	593247209	603438789	612089107	626489317	626489317	633207299	639721890	650684667	650684667	657114145	666776534	666776534	676212396
CDDzP-tW6XQ	3553879	3564251	3585271	3585271	3597302	3610169	3617296	3637082	3637082	3647889	3657972	3667997	3684577	3684577	3693532	3711407	3711407	3727040
0CtA4eHKcS8	54747911	56851481	59434668	62168209	64649364	67462259	69006698	70431017	72910797	72910797	75068624	77602075	82176302	82176302	83417845	84465980	84465980	85260393
HJUMWJgYvPs	59598794	61411934	65158357	65158357	66864809	68336496	69817230	72824659	73755293	73755293	74828840	75967104	77815556	77815556	78650121	80211791	80211791	81786001
xNLL2OENNdk	155491370	155631952	155873372	155873372	155964757	156073455	156163388	156307479	156307479	156394592	156455260	156516170	156668147	156668147	156762953	156918747	156918747	157073805
KnFfCJKRitM	155078652	155267704	155619522	155619522	155765176	155958648	156128857	156269738	156399325	156544534	156673856	156816940	157094162	157094162	157248857	157489903	157489903	157694695
dEB-TuFjVzE	312468741	313721250	309977501	311714148	311647958	312893511	313837395	316611391	317824002	317824002	319044941	320213130	321959514	321959514	323527274	323643769	323643769	326349215
8eTCqqd4qkw	6325292594	6327539797	6334119437	6334119437	6337864930	6341676877	6345560452	6352250699	6354958353	6354958353	6358087914	6360936782	6366362301	6366362301	6368974584
cQwqzHgIIl0	705071076	706970410	712428100	712428100	714096805	716855396	719218116	722219685	723459434	723459434	726261660	728919013	733341562	733341562	734983299	738206213	738206213	741625107
Y111jltWqoo	1606950297	1608550600	1612270811	1612270811	1613495276	1615112845	1616687851	1618820442	1618820442	1619908691	1621121852	1622324610	1626177534	1626177534	1631435319	1650430527	1650430527	1676103223
d7jD-gOcwx8	86108460	86170733	86297093	86297093	86325658	86387341	86459740	86602193	86602193	86661027	86704816	86735694	86837685	86837685	86935580	87081610	87081610	87160048
Jw6xsgQuv4U	20654171	20704318	20783592	20783592	20812870	20846365	20873469	20919604	20919604	20941144	20959653	20978652	21018835	21018835	21037915	21071375	21071375	21098718
lW_CN08A3jM	191552402	191754300	191979856	192201027	192377675	192426229	192742021	192919371	193233344	193715418	194091056	194322018	194646046	194834109	195099394	195443988	195628979	195947421
sy_NRNgJ8zY	106251816	106356261	106484780	106484780	106530697	106587450	106678796	106715283	106715283	106751022	106782785	106814879	106875621	106907762	106907762	106967064	106967064	107060093
L2VTYeS9rlw	84168372	84289599	84453553	84453553	84512064	84593429	84654455	84766435	84766435	84813604	84870186	85039528	85264751	85264751	85346568	85568418	85568418	85854351
7ha13cIHibA	661820841	662113288	662977095	662977095	663122874	663377316	663580538	663931324	664093519	664093519	664681904	665375949	666101158	666101158	666346353	666758154	666758154	667357068
w9F9axqZTnQ	610753072	611870459	620660380	620660380	624397685	627250191	631870543	633411889	634806345	634806345	641890275	645651535	651030083	652558983	652558983	654843260	654843260	665327759
4luZQmTgfc0	14300635	14313343	14337201	14337201	14344409	14354420	14369114	14374150	14379073	14379073	14383320	14387236	14394338	14398058	14398058	14405204	14405204	14411543
_TSlROwQa10	11624848	14638761	20796806	20796806	23273351	25108779	26561354	29328764	30570332	30570332	31560061	32774329	34598197	34598197	35581035	37641920	37641920	39473759
PSrIh_fu804	144048068	144185255	144302158	144440550	144589829	144698616	144804468	144912456	145095164	145216836	145356654	145634849	145801604	145961567	146215990	146401052	146553695	146774477
dNaiIOCKK3c	119987820	120072370	120370140	120370140	120588144	120898406	121010662	121158553	121246322	121246322	121358981	121517907	121671673	121671673	121753558	121917270	121917270	122195080
6VH032e4CaQ	878205241	878449350	878907816	878907816	879076267	879316172	879510836	880155218	880415251	880415251	880641148	880865801	881268146	881268146	881504004	882439027	882439027	883181282
apSPz24XXXM	747832908	748937651	751353696	751353696	752234534	753386890	754472425	755542893	756566734	757514376	758404616	759347597	761339257	761339257	762422993	764578065	764578065	766416306
VZTetCZGWuI	85106895	85266840	85600318	85600318	85737004	85906022	86059628	86355623	86507102	86507102	86809131	87223544	87908526	87908526	88143265	88496799	88496799	89095624
0bcPhHJfbC0	501284665	503368269	509642140	509642140	512364306	515611792	522510102	526036197	529690655	529690655	533356329	537025640	542865293	542865293	545989232	552240587	552240587	558042907
0kL6Nins8kw	75415081	75739177	76926102	76926102	78894554	79754758	80127337	81612050	82409709	83239680	83239680	83890795	84820487	85492544	85492544	86968228	86968228	87884145
TAujO9tcu2Y	173132303	174488345	176771798	176771798	177525260	178591151	180454856	181401549	182452892	182452892	183489518	185054460	187377696	187377696	188572254	191415976	191415976	194105360
YyFMM8EhKUc	1244975114	1245436580	1246378997	1246378997	1246740979	1247239656	1247641838	1248405442	1248831822	1248831822	1249245595	1249694906	1250539221	1250539221	1251024858
Cm3233wSAGA	59062019	59120555	59148112	59169380	59183137	59295544	59352134	59456564	59456564	59483199	59498844	59510585	59542087	59542087	59659801	59868944	59868944	60002933
VFKrzbRm-qA	301785299	301831602	302077704	302077704	302132679	302202578	302253288	302463303	302533871	302533871	302592681	302748317	303148936	303148936	303328637	303620446	303620446	304202333
GzALNQvsejs	342798079	343120862	343777759	343777759	343925134	344124122	344464639	345075303	345075303	345380728	345669314	345838559	346086333	346086333	346579328	347156371	347156371	347620348
_LpkDmpSKGQ	164539012	164855205	165915510	165915510	166307556	166767232	167166549	167851749	167851749	168152600	168399726	168621834	168979434	168979434	169149529	169510554	169510554	169867709
XrRM4LGbYGU	223598396	223734397	224192008	224192008	224353432	224561245	224699200	224828189	224950467	225074583	225204902	225330419	225545611	225545611	225655861	225865546	225865546	226076950
Vk1ohbgV_wk	257479536	257600204	257899923	257899923	258037066	258273383	258583714	258717954	258838951	258838951	258961855	259090418	259310530	259310530	259441181	259703775	259703775	259971789
BKG7F0doeRw	194272361	194427668	194606492	194794684	194920397	195111891	195258270	195406453	195560707	195728797	195906332	196065109	196341868	196341868	196484744	196785101	196785101	197080974
qfMH7GGYeFQ	425827010	426205062	427105154	427105154	427550601	428047601	428971080	429377692	429870246	429870246	430336504	430825587	431679760	432084207	432084207	432824522	432824522	433644643
K-0z8551g7k	262526544	262637644	262869321	262869321	262916541	263015972	263129575	263352015	263352015	263460514	263514899	263540141	263746860	263746860	263923514	264265285	264265285	264427762
lQXvS6OLA6w	815580	824640	851095	851095	856594	861720	865039	869179	872758	876188	879532	882745	887425	887425	890843	896093	896093	900101
4Skc3YjeTFU	924517846	925372264	926575843	926575843	927524420	928310129	929189123	929535849	929951112	929951112	930742298	932159385	934177895	935112865	935112865	937162115	937162115	940274981
RaXNJ7S860U	1448605900	1449921634	1451550387	1452933109	1454443932	1456444446	1458012171	1459419720	1461010482	1463018008	1464685761	1466685066	1471655586	1471655586	1473821587	1477993135	1477993135	1483250096
5wl3sF31g8c	488048225	488576437	489819146	489819146	490042777	490526837	491139168	492240084	492240084	492836950	493406265	493611996	494538952	494538952	495076540	496549123	496549123	498267911
ZRNdEIdL0Xk	180350323	180586226	181223478	181223478	181496767	181789789	182005476	182633010	183138263	183138263	183589845	184013079	184527995	184527995	184850925	185405531	185405531	186316915
6_J2IvIeyaM	112506799	112745314	113549473	113549473	113935940	114485165	114785321	115147549	115322269	115322269	115491426	115620067	115825743	115825743	115917814	116206985	116206985	116796119
WUgaaLeLPfM	59571085	62248197	68375290	68375290	71362476	74911788	81233734	85302578	89937653	89937653	93933241	98073177	105849871	109272674	109272674	117996810	117996810	124748582
hWWw-06ebkY	518551854	518926295	519857063	519857063	520152082	520456434	520671399	521157588	521157588	521713909	522117665	522508369	522954235	522954235	523151227	523932878	523932878	524670637
iVyPhKlthgk	151890592	152420129	154056535	154056535	155037443	156033767	156655818	157919929	157919929	158509153	159023455	159517908	160285721	160285721	160597885	161102877	161102877	163689187
6qbZEcNtuKA	233928304	234099359	234578942	234578942	234747285	234954073	235248774	235368028	235368028	235473632	235567713	235785898	236157126	236157126	236292238	236525574	236525574	236720567
kGQeFzjpMHc	1374469906	1375492796	1378709865	1378709865	1380282998	1382642589	1384366389	1387236872	1387236872	1388724938	1390404666	1392301728	1395049842	1395049842	1396448174	1399336799	1399336799	1402769109
Im4yFXNCyy8	224973114	235867634	258888942	258888942	269048616	279569289	288774322	304516606	304516606	312983655	324406596	334486628	349575889	349575889	356785764	371181122	371181122	385685987
CTCQvQeKsMg	106321250	106364880	106486061	106486061	106548095	106614867	106651021	106725123	106725123	106754112	106785106	106812550	106911749	106911749	106964364	107053650	107053650	107137312
rmDwpCASLHE	2333133347	2334651887	2336448965	2338075292	2339405510	2341200487	2344970768	2349149042	2353926028	2353926028	2359123260	2363538330	2370487765	2370487765	2374015676	2379521675	2379521675	2384503606
Vqs0jkoIH4U	68255040	68290482	68375825	68375825	68405382	68442391	68486431	68576047	68628288	68628288	68665608	68687549	68708077	68708077	68754133	68841187	68841187	68878145
ocNWBEbEpCk	130933640	131046238	131145891	131226669	131306824	131389405	131475274	131560320	131641857	131723884	131804548	131886733	131965426	132043350	132115616	132192027	132264476	132332409
kycUJ_Dzebs	6540323343	6546774161	6555249406	6563350202	6569605141	6574601709	6578837350	6583434169	6588954621	6594841317	6602762150	6608835890	6613536161	6617648818	6621459458	6626808209	6631765579	6638914106
GUA6qFql8EI	917422	956388	995182	1036120	1070684	1113352	1152254	1232302	1272887	1272887	1314124	1356710	1424014	1424014	1453765	1516451	1516451	1583726
g4DEtdHcOpk	111700096	111783150	111873564	111968943	112052665	112135948	112245078	112342841	112415654	112469392	112556780	112617184	112775159	112775159	112855288	112997148	112997148	113107714
gvPM3qEL2hg	106223474	106278539	106410722	106410722	106474039	106571404	106644658	106792129	106874359	106874359	106950232	107041412	107269530	107269530	107446541	107967781	107967781	108441047
AvHoOgodJzk	653538822	654307307	655679630	656593163	657584023	658727893	659470186	660560928	661268035	662383347	663275834	663951355	664941139	665565936	666386706	667408228	668296345	669207117
MbfNHvxwu_c	538928937	539686599	540316168	540833495	541294783	541825787	542336031	543412568	545046009	546753550	547574138	547574138	549053321	549628926	550107782	550660141	551267605	551691481
2upe3h1XeZc	640151097	640400969	641023782	641023782	641282139	641769181	642174203	642623144	642849941	642849941	643041629	643619626	644441952	644441952	644808193	645356051	645356051	645908407
9wgaix00KCE	452871549	453301890	453991416	453991416	454273891	454632749	455065561	455853100	455853100	456209589	456609441	456872174	457355019	457355019	457605616	458095902	458095902	458582982
aop_GVqt724	152066974	153069640	155497300	155497300	156428296	158697124	160176192	163348923	164456673	164456673	165488341	166901597	169787478	169787478	170899127	171929308	171929308	173057689
ZubZ-9kUQ3c	2870319818	2872079831	2877320810	2877320810	2879516245	2881852560	2885806741	2887599924	2889832976	2889832976	2892579991	2895649052	2907657895	2922802753	2922802753	2950384822	2950384822	2979023270
N6IMt3uMODA	1536640	1544290	1558001	1558001	1561536	1566675	1569998	1575761	1575761	1578360	1580868	1583572	1587439	1587439	1589165	1592638	1592638	1596255
0pHKWCnSHhg	1710089101	1711060493	1712082314	1713077495	1713742494	1715365057	1717867897	1721413822	1722356456	1722356456	1722847511	1723711163	1725323098	1725323098	1726683400	1728245870	1728245870	1729510437
hCqYimA3ubQ	155467634	155580401	155779012	155779012	155819548	155904755	156059226	156400145	156400145	156529766	156615790	156669927	156849655	156849655	156990580	157308548	157308548	157440163
FW5vAykqQV8	167852993	171414751	174091776	175989577	177286455	178883020	180164996	182449555	183553537	183553537	184683624	185761783	187630077	187630077	188639188	190489636	190489636	192024942
iCVp9pDcDAM	235289377	235395846	235647026	235647026	235747575	235823610	235950974	236071016	236178484	236178484	236408494	236554350	236851130	236851130	237055737	237320994	237320994	237524208
TMjgM3l5l3M	1304159275	1305079580	1307516546	1307516546	1308619702	1310089516	1311276438	1313412416	1314400111	1314400111	1315510264	1316530165	1318148301	1318148301	1318918244	1320538287	1320538287	1322147022
IeFYz58yBOo	71389893	71626723	72065790	72065790	72190447	72387627	72617937	72723013	72826423	72826423	72928921	73005026	73176570	73176570	73268799	73445843	73445843	73622850
iT8McIwynUg	555576411	556079688	557409068	557409068	557949764	558708533	559345871	560493022	561062302	561062302	561581513	562090604	563046726	563046726	563535269	564450641	564450641	565355811
1jc57fUxJhA	56542299	57017996	57338370	57556936	57786608	58270907	58970153	59154830	59292340	59492238	59492238	59831534	60314523	60575420	60575420	61005629	61005629	61297841
9gW4NxZlSeo	42649054	42659781	42680029	42680029	42687391	42697814	42750296	42784633	42880569	42880569	42934269	43000074	43083380	43130543	43130543	43213785	43213785	43301874
4OUfyETcFbg	53198383	53434541	53890935	53890935	54044069	54233372	54369206	54736384	54967327	54967327	55158463	55315433	55670705	55670705	55872027	56180986	56180986	56427247
7tHAM2XCgi0	288364101	288920917	290031198	290031198	290677155	291514215	292319685	294219110	294219110	294935172	295794350	296209889	297582404	297582404	299743576	301197422	301197422	302008306
GSmZlGwqv_8	1006442111	1007349573	1009544495	1009544495	1010308590	1011682569	1012730491	1014743160	1014743160	1015674524	1016616928	1017671573	1019431893	1019431893	1020402341	1022367283	1022367283	1024525494
L2PTu_sT6tU	131030411	131103228	131271301	131271301	131381671	131477354	131662184	132021061	132222754	132222754	132364096	132526413	132714521	132800691	132800691	133032859	133032859	133191993
nSJhOAVfgTE	2290615307	2291051888	2291826044	2291826044	2295309613	2304760796	2307870322	2309897777	2310404959	2310404959	2311032646	2315347704	2325624309	2325624309	2327755618	2340211092	2340211092	2350598098
CMIndaI7Xfg	1295883733	1296604938	1298458305	1298458305	1299214589	1300103805	1301166053	1303266076	1303853920	1303853920	1304391098	1304973257	1306689826	1306689826	1307634126	1308962245	1308962245	1311554644
EJDEhhN4stQ	9772036704	9791243922	9807160568	9821421203	9834383822	9848607433	9865032958	9877427085	9889220197	9900503057	9914770595	9927451405	9938812750	9952738539	9963940011	9975429443	9986329805	9999642229
gPeUqezt8hM	768360167	768783281	769674848	769674848	769940194	770333944	771031534	771281231	771516794	771516794	771747631	771985186	772388928	772388928	772571323	772902582	772902582	773287790
WNW1kw_DJQI	1463362958	1464220190	1465461772	1465461772	1465731742	1466071190	1466703405	1467859827	1468445942	1468445942	1468967554	1469292998	1470264045	1470264045	1471054935	1472382147	1472382147	1473390701
YA4hoJiAg2g	194326541	194520348	194711679	194893819	195044738	195201963	195347047	195494649	195644371	195796006	195942031	196082100	196217944	196357626	196494955	196638699	196789723	196938642
6J9KDUX5KoM	1013874833	1014669322	1016399719	1016399719	1017175220	1018300951	1019775329	1020423077	1021024941	1021024941	1021555565	1022068943	1023026281	1023527024	1023527024	1024442737	1024442737	1025286383
VJErp79VxFs	99896629	100126048	100605617	100605617	100696073	100820064	100917732	101109306	101109306	101431507	101737358	102000842	102702349	102702349	102855895	103102318	103102318	103271293
c6GDV5KKGxg	5604714	5623766	5672659	5672659	5695452	5731506	5764674	5821003	5821003	5885141	5911043	5928491	5992871	5992871	6018028	6124730	6124730	6176993
37ABwYbWna0	11044370	11093282	11148511	11148511	11161164	11252490	11335027	11388015	11388015	11403964	11414500	11424834	11443210	11443210	11450955	11465495	11465495	11480500
6kO0Mducvbc	913766672	914979609	916658019	916658019	917306405	918118867	918816390	920749130	920749130	921389266	922127802	922765364	924027371	924782691	924782691	926257869	926257869	927714114
mPXJlhkl7R0	163563197	163644352	163798047	163798047	163852890	163933654	164429316	164555775	164664628	164664628	164738611	164810580	164940069	164940069	164992248	165199570	165199570	165403776
BuDjScenL1w	449795570	450269773	450754006	451069086	451271041	451657316	452102787	453028662	453028662	453633789	454227744	455142898	456018640	456018640	456339805	456939719	456939719	457825171
DFj-3xA5pyM	9192365	9492577	10211896	10211896	10568793	11073644	11508422	12262431	12635922	12635922	12995504	13381944	14088463	14088463	14449195	15234479	15234479	16035882
OTCKYZ9qKmA	3888628042	3892655505	3901847139	3901847139	3906314096	3911187251	3918210877	3920812605	3920749936	3920749936	3913236900	3916280596	3922311807	3922311807	3925635824	3933752373	3933752373	3946640784
AWhHUaEfecc	253430682	253611805	253734364	253919111	254133347	254333975	254495919	254656405	254777912	254930873	255094688	255243575	255369860	255491490	255633054	255746848	255888314	256070479
TUVQXMs0C-k	2259534656	2260308797	2262225745	2262225745	2263264761	2264486385	2266210998	2266995421	2267845341	2267845341	2268711547	2269810743	2271449866	2272216537	2272216537	2273769621	2273769621	2275838706
7kcfiIlJrVo	329481241	330233842	330950265	331511254	332387792	333338861	334601098	336042978	336042978	336644358	337145344	337575408	338746117	338746117	339645053	341498259	341498259	343104630
1u2ROpVZbY8	10526671	10531650	10560785	10560785	10571240	10583748	10591676	10603774	10603774	10611882	10629948	10642561	10662590	10662590	10670522	10684689	10684689	10724492
42qe8aMqXts	1668958838	1669830257	1671996526	1671996526	1672839454	1673825051	1674729647	1675573690	1676421291	1677381974	1678406574	1679430921	1680995767	1680995767	1681827582	1683554024	1683554024	1685332941
fRxtveLkkOk	7724943	7773985	7843951	7931377	7991398	8070004	8123436	8209398	8209398	8245105	8278351	8313717	8378372	8378372	8412228	8474690	8474690	8538290
f8wapwSVQb4	50664816	52003388	55485477	55485477	56971977	58481849	60421997	63311799	65002316	65002316	66318885	67572293	70343608	70343608	71821189	74206236	74206236	76041412
8o4pJzpOK1U	187418093	187493862	187577258	187731718	187903379	187903379	188097650	188166440	188232013	188305653	188391416	188470959	188521011	188572875	188625987	188683609	188750202	188828442
Qle27O6fiNQ	63602237	64070162	64519821	64993194	65369493	65809385	66189491	66563076	66943483	67309597	67693581	68053983	68411051	68735295	69043729	69342792	69659218	69990631
nZOE9Cw8-_s	53469928	53547042	53624832	53694518	53747643	53799517	53843063	53887607	53929686	53976538	54024661	54066404	54101588	54137302	54173865	54213042	54256408	54296820
2CsU8C3CrqI	523535504	523813705	524320721	524320721	524458655	524663975	524853528	525155686	525301381	525301381	525426433	525561466	525872905	525872905	526065478	526019606	526019606	526362415
UhVXIumUYbk	7297114916	7328371124	7384385435	7384385435	7417434518	7471809503	7505159210	7567772368	7595148495	7595148495	7626581880	7648318307	7710357931	7742767189	7742767189	7787658516	7787658516	7842263188
9SdgvncW92E	18545934	18626175	18868851	18868851	18947124	19074681	19163577	19468567	19550865	19550865	19671379	19861041	20113279	20113279	20206342	20666441	20666441	21402622
dufRDzccae4	58561610	58579136	58615505	58615505	58631626	58649686	58664996	58694139	58709956	58709956	58723835	58736047	58757828	58757828	58855971	58949909	58949909	58992946
y5BU3X7lc9g	1112724598	1113562936	1115434617	1115434617	1116177422	1117697086	1118755008	1120361447	1120361447	1121077904	1121791202	1122513996	1123628203	1123628203	1124142950	1125122629	1125122629	1126162326
TRyydPcJj8Q	3907648	3985407	4132901	4132901	4206859	4280333	4352068	4383903	4420087	4420087	4459880	4499354	4565990	4565990	4595083	4640859	4640859	4680851
o2YQ0my602c	82554510	82796445	83277386	83277386	83467652	83827420	84123931	84423445	84761280	85076644	85383005	85734395	86326989	86326989	86627589	87197912	87197912	87742551
rt-mr0nw3Uo	18069762	18181100	18452467	18452467	18498243	18563909	18598127	18630153	18698663	18767409	18861800	18937067	19032827	19032827	19068083	19365345	19365345	19608423
bIGFKxu-Onw	69595626	70301603	71412179	71412179	71788897	72363850	72812151	73305417	73760971	74216509	74649313	75107945	75841991	75841991	76168093	76823570	76823570	77453409
F6PZ5kOnuN8	105592990	106832240	108440763	108440763	110066329	110922985	111537610	113276269	113755302	113755302	114200644	114569829	116226310	116226310	116689600	117314800	117314800	118214804
Hbim2U-d--w	3697692867	3699674048	3705204242	3705204242	3707824601	3711583394	3715950242	3717820771	3719851570	3719851570	3722189239	3725001246	3728913868	3728913868	3730914160	3735003549	3735003549	3740078704
OeAIhk_paLA	79882031	79973108	80066348	80174753	80287360	80401503	80504010	80609776	80721993	80837062	80925663	81031029	81127189	81229469	81334910	81422995	81508166	81589633
cmkyOBx4eZo	70356928	70475653	70706179	70706179	70802361	70914352	71003406	71180902	71180902	71414600	71559144	71702853	71943038	71943038	72056635	72232591	72232591	72465868
SgFiWTl82Vo	93453884	93808937	94817198	94817198	95461362	96038448	96408087	97127779	97127779	97514375	97937070	98509094	99493128	99493128	99813720	100409921	100409921	101090637
cYc6-mAgR50	656009843	656338251	656872684	656872684	657050360	657281829	657927222	658188573	658445493	658445493	658649531	658934999	659608136	659608136	659848866	660852173	660852173	661813299
AiwHYFezLLk	218505232	218718466	219215664	219215664	219440481	219724043	220004122	220453931	220453931	220632789	220732010	220812280	221076016	221076016	221144801	221290799	221290799	221576844
s8DL3SMQBJs	2832614911	2835759624	2842048950	2842048950	2845166939	2847353683	2851687961	2853674245	2855150201	2856487168	2857995620	2860672701	2865762083	2865762083	2867991905	2870639021	2870639021	2872779070
BnaxbS2XiIk	18392621	18459944	18639171	18639171	18708638	18819625	18906891	19094305	19094305	19182616	19263116	19358010	19507822	19507822	19557064	19615291	19615291	19674217
7jX8oXStAYE	8211143	8228485	8279036	8279036	8289343	8325884	8354674	8403079	8403079	8438982	8465884	8483000	8541812	8541812	8569865	8626077	8626077	8673375
IGCNp2AgYHw	980327502	983782436	993665019	993665019	999040277	1005518503	1017950724	1023540499	1029209335	1029209335	1034536078	1039641430	1048350301	1048350301	1052589641	1060274324	1060274324	1068267807
5RhDGFro_W0	324840467	324937103	325645517	325938830	326083221	326344858	326546033	326846469	326968944	326968944	327072588	327732963	328522366	328522366	328769506	329135774	329135774	329407240
qZ30hU6Fx2I	71728317	71783174	71871812	71871812	71897467	71932757	71958055	72003645	72003645	72022234	72036815	72050987	72079902	72079902	72093205	72119615	72119615	72137593
CKUTIkoUyw8	65779379	65826309	65869775	65906807	65931147	65963881	65993794	66031952	66069345	66112916	66161212	66197193	66240616	66279393	66318495	66364648	66407654	66447957
Mz1EYONsKWM	222980406	223647671	225020908	225020908	225553891	226533023	228383045	229284854	230016283	230016283	230757207	231512930	232789576	233494213	233494213	235137100	235137100	236852022
09ZgjAblCdA	109364604	109456142	109573245	109665751	109754524	109833247	109912077	109984707	110106453	110235898	110356681	110368245	110574404	110655709	110755733	110851460	110930427	111039410
GYVY_C1jMP8	36346359	36548096	36931645	36931645	37083758	37192333	37268957	37403510	37403510	37470695	37519344	37567929	37646679	37646679	37686010	37769899	37769899	37837709
awCDIBdSec0	222017572	222076210	222237080	222237080	222304146	222388989	222517128	222584806	222657214	222657214	222735789	222815369	222941653	223007905	223007905	223148676	223148676	223293290
15flntF4DmI	467591132	467821376	468075975	468320860	468512916	468833722	469330750	469570769	469797269	469797269	470011397	470226539	470636701	470636701	470832688	471814036	471814036	473748081
F8tpgT-94Mw	965885326	966196087	966528210	966841109	967132498	967430767	967713173	967984095	968248442	968514469	968770531	969000261	969272991	969507911	969739500	969997342	970235101	970527421
z3xajbdNIb0	486717936	488510772	490549496	493051410	495258601	497864325	500199175	504493041	504493041	506700002	509023991	511705036	516441449	516441449	518660243	523359969	523359969	528425621
PY25e5BjlCY	423831806	424260799	425199124	425199124	425571069	426219067	426667997	427045998	427475855	427920230	428320430	428859694	429857428	429857428	430343493	431386131	431386131	432395029
